"frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","uncertainty [nm]"
16.0,9559.077155259225,25163.619244866226,115.13483585748817,4858.54286910733,29.05816870165717,28.00459304807206,4.299327896780821
16.0,12590.204685747236,6722.281282366007,112.31905519436899,3005.3084546345995,22.19264974398271,21.05857432664783,5.033081285967591
16.0,16014.961123378669,14490.357767832234,117.12778582501811,5789.401175945188,34.96134380405483,36.181261982218146,4.7053519745209575
16.0,17071.197668837198,14485.546009424092,110.45303372951373,4345.623268418352,30.592262339117937,31.68166548341252,4.911085941963736
16.0,17255.61571784383,30037.445215180032,126.87247500500939,4863.426873674149,22.446715524621812,27.24511006897197,5.019051493717667
16.0,20463.593688148256,6422.7379444729095,122.67788138116667,7459.098801902358,32.36774970724168,46.18626879402459,5.031783377177969
16.0,30496.881889081287,10002.449937565087,125.16228740648212,4394.208930628248,26.550842443049646,24.56174199661844,4.921819607208876
16.0,33409.868875581524,26237.89211722705,124.26606761788301,1122.1023033068575,16.16024890122256,7.7307126342859736,6.6853158130035935
17.0,5940.946770476313,24001.66789958556,120.91694856482326,2382.130267732214,20.212977150834522,14.083261834516655,5.140531282278866
17.0,9564.711301934805,25168.6880466903,115.30163073065683,4576.203068808832,29.523428973664657,25.699907597029924,4.23867122626977
17.0,11333.863487070445,31900.843949419635,124.9201833432535,1282.088375055,16.912347074320156,8.57991306149349,6.474121024714934
17.0,12592.457281181392,6722.500880846298,113.51967902924126,2611.8474027414263,22.0383077548766,16.49446917291286,4.788062827462158
17.0,16020.145240352826,14490.19706980843,113.6741132354309,4688.263822215255,36.82183566052086,26.512714115435777,4.145717678085028
17.0,17078.933588624033,14492.217935247181,112.01622445711385,3976.3347278577953,28.420959595749558,30.303382955223633,5.270471723147496
17.0,17257.687730051046,30034.60466376272,124.7007921870756,4348.66696551178,25.927261986825858,26.406062688206383,5.250918689078748
17.0,20466.257597003976,6424.938263022188,121.04859650435868,7865.820051655434,34.88856048765383,46.13310077703472,4.657257963528513
17.0,21547.942410289827,14241.715730560507,127.21066284772589,5785.743682190265,30.71359144312,33.715910968665135,5.1659239307855875
17.0,24051.468709779885,6772.190215851248,127.03939059817552,6891.0860753596335,30.852791009963983,48.71160538239296,6.100867009667832
17.0,24077.15803281701,10428.264370381527,101.0820172858898,5157.54792058312,107.71478938717287,91.48998582160725,9.480728770855414
17.0,26350.58815152332,31338.608917467576,127.0868425023325,2361.8164616987565,20.081818277413923,13.41925618542191,5.446486795604721
17.0,28704.12114438457,28663.67234064127,120.9023225446998,3789.8406934973677,25.54179240140932,22.662848055604186,4.947008549319681
17.0,33424.6017756862,26221.07843175982,122.78571602325714,1218.0529615153876,17.387250964068933,7.359483702449279,5.931713317758601
18.0,5929.697566723422,23996.80830572639,114.80895186205419,2269.498248067424,20.534228737009506,13.805033265390167,4.829614206686575
18.0,9550.343123804349,25164.640299790226,121.20407836857369,4568.562459975322,27.809298583594313,27.99317760058166,5.00298219239589
18.0,11329.84008570945,31895.271939780803,117.16481291136746,1166.874327782395,16.439344488195385,6.761280410197135,5.416335155269895
18.0,12582.250469465227,6716.712337229843,114.18293765722042,2689.2747893769874,22.158441418615656,16.74982601946684,4.770046852880875
18.0,16017.981052444482,14484.124438156934,116.19508670307106,5098.611729442245,35.81738256784783,34.44170258080353,5.002021431054967
18.0,17057.845131457983,14486.572467604645,125.03313464153082,4192.87958913419,26.17951539525233,20.158248493957107,4.359487760246032
18.0,17251.409259007436,30027.96206505196,120.11866344230265,4183.683076450915,29.09114642149592,26.313610528969885,5.0630121300696755
18.0,24094.42675021556,10430.186805953514,116.35744937781712,5592.956901375562,108.13678239474672,92.91206684108646,11.733948012144218
18.0,33417.497448801594,26232.421444668398,125.30618595073419,1169.738881637617,17.37115908150329,9.748393543039029,7.735066016365983
18.0,33638.54560530324,25196.761961941404,126.92081820461318,1753.619967818159,19.704471810581094,11.456990970792926,6.262587715951168
19.0,5936.548530893353,24005.252696770352,114.4249945313219,2450.7680380639886,20.232862090568357,16.015205762098432,5.021613149896506
19.0,9551.278364777221,25159.161623999713,117.60778541036163,4663.665539533971,27.052949432066363,30.319720029133535,4.973235942724125
19.0,12580.602739594804,6716.312369181384,115.2890897237248,2324.3334203509894,22.012019686119064,15.966696590001362,5.322015564877439
19.0,16002.876152688938,14491.911785540216,122.35839220103965,4991.046043366866,33.965074479741546,30.156523032960838,5.0014802866788655
19.0,17061.63786107528,14484.762220626595,125.00592009296807,4334.723207877284,25.625821271144936,24.60180784987264,4.97956129058936
19.0,17250.51846132084,30036.621752736843,126.27120790790077,4043.4839376934733,26.87919645151409,18.533339906442734,4.289917842715268
19.0,20456.05662858781,6423.368568403492,126.83998518615249,8016.927249814588,32.541902973003644,44.64266310348392,4.852179864976533
19.0,21550.344919615964,14239.779876886396,126.30209550894148,5846.044919747843,33.17806987306038,35.36810674033175,5.267079816265872
19.0,24083.71591414539,10426.624461653995,108.4885711194846,5380.337959562645,111.08948865702814,91.26278807453544,10.43056919841126
20.0,5949.385311939617,24013.512003496286,113.93846978789095,2046.3382338136666,21.637204366116414,11.629409725078991,4.611539532561519
20.0,9568.479731047924,25167.3421449914,114.1900539095775,4646.597847429517,28.463669559919513,30.081834496624193,4.69145461885945
20.0,11337.11901901364,31902.973401661715,124.87297093695237,1209.4700345591864,17.062713755352966,8.712396229357244,6.873346052291128
20.0,12591.477481797696,6723.900611469018,117.57735312978822,2469.993717579249,22.57584999555673,14.562805434054672,4.864149071482023
20.0,16029.859553952336,14488.151618846894,113.97668203813252,4740.35692315938,34.352796573698136,29.555056319476886,4.5197994069915675
20.0,17082.098040319845,14495.131037544605,110.38118201123288,3990.6754491171096,29.244510710826816,26.8633554783582,4.60627660506156
20.0,17264.686756080224,30037.626998469666,123.8420015842913,4402.911135797273,24.675938735786932,26.53516017114886,5.1460931460796955
20.0,20477.270174355792,6423.169485235857,116.26611611103773,7888.228392315283,37.891297024446395,47.95205808941046,4.455342875197007
20.0,21561.075566294698,14249.565149876527,120.20097120717648,5313.0376586721095,31.67992640496204,31.110310077819847,4.688855019959602
20.0,24083.137652167745,10426.367963164294,104.91657132687445,4866.628589006131,98.15057875563687,83.5652052204844,9.89186909659476
20.0,26362.85692223867,31352.413651888623,119.9334593477608,1979.8396282106514,21.755911057297666,14.161432995972426,5.994740285356833
20.0,28712.2365564563,28674.65415213708,122.74825500396261,4033.131660628288,24.771865146876245,24.528665175051497,5.134180474745519
20.0,30512.137304962696,10004.289616653374,119.1564802717343,4051.9831773894853,29.297435088331206,22.06705717546531,4.434874625770278
20.0,33435.007931271044,26230.3710376858,115.86904568451415,1070.1318015037045,17.50347272380557,6.672650364778904,5.656652705209959
20.0,33647.98501413687,25213.53297365725,127.2535900097655,1816.2785164613285,17.902503127121882,10.580767362024606,5.754855645613798
21.0,5934.517285309894,24002.339362378414,116.12746759316917,2106.3323918875744,20.077717511251485,13.151610000824238,5.070790947682644
21.0,9557.23652302052,25172.458261370073,115.91515456300456,4906.518923925233,27.82508588674061,31.12289280231372,4.722428163482918
21.0,11335.75988001225,31903.83772488342,127.21022850945563,1238.0217347626763,16.99163755317321,8.912972644743322,7.068237523729376
21.0,12575.504791774914,6717.60654789413,116.04926500371039,2405.5993415161997,23.421358186368025,12.343002066274714,4.321890485014294
